token	lemma	pos
ende	en	conj(coord)	
besciet	bescheiden	v(fin,past,lex)

mijn	mijn	pron(poss)	
meester	meester	n(sing)	
als	als	conj(subord)	
ict	ik+het	pron(pers,1,sing)+pron(pers,3,sing)	
kinne	kennen	v(fin,pres,lex)

of	of	conj(coord)	
mijn	mijn	pron(poss)	
verstaen	verstaan	v(infin)	
es	zijn	v(fin,pres,aux_cop)	
dinne	dun	adj()

of	of	conj(subord)	
dit	dit	pron(dem)	
minne	min	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
alset	als+het	conj(comp)+pron(pers,3,sing)	
es	zijn	v(fin,pres,aux_cop)

wes	wezen	v(imp)	
des	dat	pron(dem)	
seker	zeker	adj()	
ende	en	conj(coord)	
ghewes	gewis	adj()

ic	ik	pron(pers,1,sing)	
volghes	volgen	v(fin,pres,lex)	
minen	mijn	pron(poss)	
eersten	eerst	num(ord)	
worde	woord	n(sing)

ouer	over	adp()	
waerheit	waarheid	n(sing)	
lijc	lijden+ik	v(fin,pres,lex)+pron(pers,1,sing)	
des	dat	pron(dem)

soene	zij+ne	pron(pers,3,sing)+adv(neg)	
smaecter	smaken	v(fin,pres,lex)	
zwert	zwaard	n(sing)	
no	noch	conj(coord)	
mes	mes	n(sing)

die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
therte	dat+hart	art(def)+n(sing)	
dor+borde	doorboren	v(fin,past,lex)

herte	hart	n(sing)	
nemmermeer	nimmermeer	adv(neg)	
ghenes	genezen	adj()

no	noch	conj(coord)	
gherust	gerust	adj()	
no	noch	conj(coord)	
ghetes	getes	adj()

lieghic	liegen+ik	v(fin,pres,lex)+pron(pers,1,sing)	
van	van	adp()	
eenen	een	num(card)	
worde	woord	n(sing)

prouf	proeven	v(imp)	
dattu	dat+du	pron(rel)+pron(pers,2,sing)	
wilt	willen	v(fin,pres,lex)	
jacop	jacob	n(prop)	
ende	en	conj(coord)	
les	lezen	v(imp)

dies	dat	pron(dem)	
es	zijn	v(fin,pres,aux_cop)	
mijn	mijn	pron(poss)	
herte	hart	n(sing)	
wel	wel	adv(gener)	
gheles	geles	adj()

dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
mi	mij	pron(refl,1,sing)	
eer	eer	adv(gener)	
vermorde	vermoorden	v(fin,past,lex)

eer	eer	conj(subord)	
icse	ik+zij	pron(pers,1,sing)+pron(pers,3,sing)	
steruen	sterven	v(infin)	
horde	horen	v(fin,past,aux_cop)

martijn	martijn	n(prop)	
ruut	ruid	adj()	
gramarien	grammarijn	n(prop)

du	du	pron(pers,2,sing)	
pleghes	plegen	v(fin,pres,lex)	
dies	dat	pron(dem)	
rude	ruid	adj()	
liede	lieden	n(plu)	
plien	plegen	v(fin,pres,lex)

diet	die+dat	pron(rel)+arf(def)	
ware	waar	n(sing)	
niet	niet	adv(neg)	
wille	willen	v(fin,pres,aux_cop)	
lyen	lijden	v(infin)

mesdaden	misdaad	n(plu)	
die	die	pron(rel)	
den	de	art(def)	
wisen	wijs	adj()	
messchien	misschieden	v(fin,pres,lex)

salmen	zullen+men	v(fin,pres,aux_cop)+pron(indef)	
niet	niet	adv(neg)	
in	in	adp()	
exemple	exempel	n(sing)	
tyen	tijgen	v(infin)

maer	maar	conj(coord)	
gode	god	n(sing)	
benedyen	benedijen	v(infin)

die	die	pron(rel)	
ons	wij	pron(pers,1,plu)	
daer+bi	daarbij	pronadv(dem)	
leert	leren	v(fin,pres,lex)	
sonder	zonder	adp()	
vlien	vlieden	v(infin)

ende	en	conj(coord)	
vp	op	adp()	
gherechte	gerecht	adj()	
minne	min	n(sing)	
zien	zien	v(infin)

ic	ik	pron(pers,1,sing)	
zwerdi	zweren+du	v(fin,past,lex)+pron(pers,2,sing)	
dat	dat	conj(subord)	
bi	bij	adp()	
marien	maria	n(prop)

dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
di	du	pron(pers,2,sing)	
doe	doen	v(fin,pres,lex)	
noch	nog	adv(gener)	
heden	heden	adv(gener)	
ghien	gie‘n	v(infin)

met	met	adp()	
mi	ik	pron(pers,1,sing)	
oftu	of+du	conj(subord)+pron(pers,2,sing)	
best	zijn	v(fin,pres,aux_cop)	
een	een	art(indef)	
paijen	pajien	n(sing)

ofte	of	conj(coord)	
in	in	adp()	
heresien	heresie	n(sing)

of	of	conj(coord)	
van	van	adp()	
sduuels	de+duivel	art(def)+n(sing)	
partien	partij	n(plu)

nu	nu	adv(dem)	
hore	horen	v(imp)	
na	na	adp()	
mi	ik	pron(pers,1,sing)	
ende	en	conj(coord)	
verstant	verstaan	v(imp)

wie	wie	pron(inter)	
was	zijn	v(fin,past,aux_cop)	
die	die	pron(rel)	
eerst	eerst	adv(gener)	
minne	min	n(sing)	
vant	vinden	v(fin,past,aux_cop)

dan	dan	conj(comp)	
god	god	n(prop)	
die	die	pron(rel)	
selue	zelf	pron(dem)	
es	zijn	v(fin,pres,aux_cop)	
minne	min	n(sing)

al	al	pron(indef)	
dat	dat	pron(rel)	
oint	ooit	adv(indef)	
maecte	maken	v(fin,past,lex)	
sine	zijn	pron(poss)	
hant	hand	n(sing)

al	al	pron(indef)	
minnet	minnen	v(fin,pres,lex)	
sire	zijn	pron(poss)	
herten	hart	n(sing)	
bant	band	n(sing)

met	met	adp()	
besceedenen	bescheiden	adj()	
sinne	zin	n(sing)

ia	ja	interj()	
lucifer	lucifer	n(prop)	
den	de	art(def)	
helschen	hels	adj()	
viant	vijand	n(sing)

ne	ne	adv(neg)	
haet	haten	v(fin,pres,aux_cop)	
hi	hij	pron(pers,3,sing)	
niet	niet	adv(neg)	
dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
becant	bekend	adj()

noch	noch	conj(coord)	
en	ne	adv(neg)	
dede	doen	v(fin,past,lex)	
van	van	adp()	
beghinne	begin	n(sing)

dat	dat	conj(subord)	
hi	hij	pron(pers,3,sing)	
sit	zitten	v(fin,pres,lex)	
inder	in+de	adp()+art(def)	
hellen	hel	n(sing)	
brant	brand	n(sing)

dat	dat	pron(dem)	
dede	doen	v(fin,past,lex)	
der	de	art(def)	
houerden	hovaart	n(sing)	
pont	pond	n(sing)

der	de	art(def)	
helscher	hels	adj()	
coninghinnen	koningin	n(sing)

daer	daar	adv(dem)	
bliuet	blijven	v(fin,pres,lex)	
hi	hij	pron(pers,3,sing)	
altoes	altoos	adv(gener)	
inne	in	adp()

dat	dat	conj(subord)	
dit	dit	pron(dem)	
waer	waar	adj()	
es	zijn	v(fin,pres,aux_cop)	
proeft	proeven	v(imp)	
wel	wel	adv(gener)	
dat	dat	pron(dem)

ware	zijn	v(fin,past,aux_cop)	
eeneghe	enig	pron(indef)	
dinc	ding	n(plu)	
van	van	adp()	
gode	god	n(sing)	
ghehat	haten	v(participle,past)

hen	zij	pron(pers,3,plu)	
mochte	mogen	v(fin,past,aux_cop)	
niet	niet	adv(neg)	
ghedueren	geduren	v(infin)

die	de	art(def)	
onghetellede	ongeteld	adj()	
gods	god	n(prop)	
scat	schat	n(sing)

hen	het+ne	pron(pers,3,sing)+adv(neg)	
was	zijn	v(fin,past,lex)	
noit	nooit	adv(neg)	
tontfarmene	te+ontfermen	adp()+v(infin)	
mat	mat	adj()

sine	zijn	pron(poss)	
creaturen	creatuur	n(plu)

vp+dat	opdat	conj(subord)	
mens	men+het	pron(indef)+pron(pers,3,sing)	
hem	hij	pron(pers,3,sing)	
met	met	adp()	
trouwen	trouw	n(sing)	
bat	bidden	v(fin,past,lex)

maer	maar	conj(coord)	
lucifer	lucifer	n(prop)	
sit	zitten	v(fin,pres,lex)	
ende	en	conj(coord)	
sat	zitten	v(fin,past,lex)

altoes	altoos	adv(gener)	
ende	en	conj(coord)	
telker	te+elk	adp()+num(indef)	
huren	uur	n(plu)

inder	in+de	adp()+art(def)	
fierre	fier	n(sing)	
houerden	hovaart	n(sing)	
stat	staat	n(sing)

ende	en	conj(coord)	
nemmermeer	nimmermeer	adv(gener)	
wet	weten	v(fin,past,lex)	
hijs	hij+dat	pron(pers,3,sing)+pron(dem)	
sat	zat	adj()

dus	dus	adv(resum)	
en	ne	adv(neg)	
mach	mogen	v(fin,pres,aux_cop)	
sire	zijn	pron(poss)	
naturen	natuur	n(sing)

gheene	geen	pron(indef)	
ghenaden	genade	n(sing)	
ghebueren	gebeuren	v(infin)

of	of	conj(coord)	
men	men	pron(indef)	
dit	dit	pron(dem)	
bi	bij	adp()	
redenen	reden	n(sing)	
weet	weten	v(fin,pres,lex)

dat	dat	conj(subord)	
god	god	n(prop)	
niemene	niemand	pron(indef)	
heuet	hebben	v(fin,pres,lex)	
leet	leed	n(sing)

wien	wie	pron(inter)	
gheuet	geven	v(fin,pres,lex)	
hi	hij	pron(pers,3,sing)	
tlanghe	dat+lang	art(def)+n(sing)	
leuen	leven	v(infin)

so	zo	conj(coord)	
den+ghenen	degene	pron(dem)	
die	die	pron(rel)	
hem	hij	pron(pers,3,sing)	
es	zijn	v(fin,pres,aux_cop)	
wreet	wreed	adj()

so	zo	conj(coord)	
die	die	pron(rel)	
hem	hij	pron(pers,3,sing)	
met	met	adp()	
minnen	min	n(sing)	
heet	heet	adj()

onderdaen	onderdaan	adj()	
es	zijn	v(fin,pres,aux_cop)	
bleuen	blijven	v(participle,past)

ic	ik	pron(pers,1,sing)	
dart	dorren+het	pron(fin,pres,lex)+pron(pers,3,sing)	
wel	wel	adv(gener)	
segghen	zeggen	v(infin)	
vp	op	adp()	
mijn	mijn	pron(poss)	
beheet	beheet	n(sing)

sine	zijn	pron(poss)	
houescheit	hoofsheid	n(sing)	
ware	zijn	v(fin,past,aux_cop)	
onghecleet	ongekleed	adj()

liet	laten	v(fin,past,lex)	
hi	hij	pron(pers,3,sing)	
den+ghenen	degene	pron(dem)	
sneuen	sneven	v(infin)

die	die	pron(rel)	
al	al	adv(gener)	
tsinen	te+zijn	adp()+pron(poss)	
dienste	dienst	n(sing)	
steet	staan	v(fin,pres,lex)

dies	dies	adv(dem)	
ghelijcs	gelijke	n(sing)	
willic	willen+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
ghereet	gereed	adj()

den	de	art(def)	
loen	loon	n(sing)	
hare	zij	pron(pers,3,sing)	
weder+gheuen	wedergeven	v(infin)

die	die	pron(rel)	
dor	door	adp()	
mi	ik	pron(pers,1,sing)	
lust	lusten	v(fin,pres,lex)	
beuen	beven	v(fin,pres,lex)

god	god	n(sing)	
gheuet	geven	v(fin,pres,lex)	
al	al	pron(indef)	
cleene	klein	adj()	
ende	en	conj(coord)	
groot	groot	adj()

dies	dat	pron(rel)	
die	de	art(def)	
mensche	mens	n(sing)	
heuet	hebben	v(fin,pres,lex)	
noot	nood	n(sing)

dit	dit	pron(dem)	
proeft	proeven	v(fin,pres,lex)	
men	men	pron(indef)	
bi	bij	adp()	
sinne	zin	n(sing)

hi	hij	pron(pers,3,sing)	
storte	storten	v(fin,past,lex)	
dor	door	adp()	
ons	wij	pron(pers,1,plu)	
sijn	zijn	pron(poss)	
bloet	bloed	n(sing)	
root	rood	adj()

ende	en	conj(coord)	
gheuet	geven	v(fin,pres,lex)	
ons	wij	pron(pers,1,plu)	
themelsche	dat+hemels	art(def)+adj()	
broot	brood	n(sing)

vp+dat	opdat	conj(subord)	
men	men	pron(indef)	
weder	weder	adv(gener)	
minne	minnen	v(fin,pres,lex)

dor	door	pronadv(dem)	
ne+gheenen	ne+geen	pron(indef)	
weder+stoot	wederstoot	n(sing)

daer	daar	pronadv(rel)	
ons	wij	pron(pers,1,plu)	
sonde	zonde	n(sing)	
oit	ooit	adv(indef)	
mede	mede	pronadv(prep)	
scoot	schieten	v(fin,past,lex)

ne	ne	adv(neg)	
laet	laten	v(fin,pres,lex)	
hi	hij	pron(pers,3,sing)	
ons	wij	pron(pers,1,plu)	
daer+inne	daarin	pronadv(dem)

legghen	leggen	v(fin,pres,lex)	
wi	wij	pron(pers,1,plu)	
thooft	dat+hoofd	art(def)+n(sing)	
hem	hij	pron(pers,3,sing)	
inden	in+de	adp()+art(def)	
scoot	schoot	n(sing)

soude	zullen	v(fin,past,aux_cop)	
so	zij	pron(pers,3,sing)	
maken	maken	v(infin)	
dan	dan	adv(resum)	
die	de	art(def)	
doot	dood	n(sing)

die	die	pron(rel)	
ic	ik	pron(pers,1,sing)	
mi	ik	pron(pers,1,sing)	
so	zo	adv(dem)	
hout	houd	adj()	
kinne	kennen	v(fin,pres,lex)

so	zo	adv(resum)	
ware	zijn	v(fin,past,aux_cop)	
mijn	mijn	pron(poss)	
vroeden	vroed	n(sing)	
dinne	dun	adj()

vvaerheit	waarheid	adv(gener)	
jacop	jacob	n(prop)	
du	du	pron(pers,2,sing)	
segghes	zeggen	v(fin,pres,lex)	
waer	waar	n(sing)

maer	maar	conj(coord)	
het	het	pron(pers,3,sing)	
was	zijn	v(fin,past,aux_cop)	
mi	ik	pron(pers,1,sing)	
te	te	adp()	
vindene	vinden	v(infin)	
zwaer	zwaar	adj()

dattu	dat+du	pron(dem)+pron(pers,2,sing)	
hier	hier	adv(dem)	
heues	hebben	v(fin,pres,aux_cop)	
ontbonden	ontbinden	v(participle,past)

ic	ik	pron(pers,1,sing)	
lye	lijden	v(fin,pres,lex)	
verwonnen	verwinnen	v(participle,past)	
openbaer	openbaar	adv(gener)

mine	mijn	pron(poss)	
minne	min	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
der	de	art(def)	
zielen	ziel	n(sing)	
vaer	vaar	n(sing)

ende	en	conj(coord)	
besmet	besmetten	v(participle,past)	
met	met	adp()	
sonden	zonde	n(plu)

du	du	pron(pers,2,sing)	
seghes	zeggen	v(fin,pres,lex)	
daer	daar	pronadv(dem)	
an	aan	pronadv(prep)	
wel	wel	adv(gener)	
ende	en	conj(coord)	
waer	waar	n(sing)

redene	reden	n(sing)	
heuet	hebben	v(fin,pres,aux_cop)	
minen	mijn	pron(poss)	
waen	waan	n(sing)	
ommaer	onmaar	adj()

dit	dit	pron(dem)	
hebbic	hebben+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
onder+vonden	ondervinden	v(participle,past)

nu	nu	adv(dem)	
moete	moeten	v(fin,pres,aux_cop)	
ons	wij	pron(pers,1,plu)	
god	god	n(sing)	
ghebringhen	brengen	v(infin)	
daer	daar	adv(rel)

minne	min	n(sing)	
niet	niet	adv(neg)	
en	ne	adv(neg)	
end	einden	conj(coord)	
haer	haar	pron(poss)	
jaer	jaar	n(sing)

enten	en+de	conj(coord)+art(def)	
lesten	laatst	adj()	
stonden	stond	n(plu)

vrien	vrijen	v(infin)	
met	met	adp()	
sinen	zijn	pron(poss)	
wonden	wond	n(plu)

dit	dit	pron(dem)	
es	zijn	v(fin,pres,aux_cop)	
de	de	art(def)	
derde	derde	num(ord)	
martijn	martijn	n(prop)

ic	ik	pron(pers,1,sing)	
mane	manen	v(fin,pres,lex)	
mannen	man	n(plu)	
metten	met+de	adp()+art(def)	
wiuen	wijf	n(plu)

die	die	pron(rel)	
dit	dit	pron(dem)	
sullen	zullen	v(fin,pres,aux_cop)	
lesen	lezen	v(infin)	
of	of	conj(coord)	
scriuen	schrijven	v(infin)

vpten	op+de	adp()+art(def)	
hoghesten	hoog	adj()	
ban	ban	n(sing)

dat	dat	conj(subord)	
si	zij	pron(pers,3,plu)	
dit	dit	pron(dem)	
dicht	dicht	n(sing)	
laten	laten	v(fin,pres,lex)	
bliuen	blijven	v(infin)

reene	rein	adj()	
dat	dat	conj(subord)	
siere	zij+daar	pron(pers,3,plu)+pronadv(dem)	
niet	niet	adv(neg)	
in	in	pronadv(prep)	
en	ne	adv(neg)	
driuen	drijven	v(fin,pres,lex)

lettre	letter	n(sing)	
wort	woord	n(sing)	
af	af	adp()	
no	noch	conj(coord)	
an	aan	adp()

doen	doen	v(fin,pres,lex)	
sijt	zij+het	pron(pers,3,plu)+pron(pers,3,sing)	
oec	ook	adv(gener)	
hem	hij	pron(pers,3,plu)	
sal	zullen	v(fin,pres,aux_cop)	
becliuen	beklijven	v(infin)

minen	mijn	pron(poss)	
ban	ban	n(sing)	
en	en	conj(coord)	
sine	zij+ne	pron(pers,3,plu)+adv(neg)	
sulne	zullen+hij	v(fin,pres,aux_cop)+pron(pers,3,sing)	
wriuen	wrijven	v(infin)

niet	niet	adv(neg)	
af	af	v(prtcl)	
moghen	mogen	v(infin)	
nochtan	nochtans	adv(gener)

hennes	het+ne+zijn	pron(pers,3,sing)+adv(neg)+v(fin,pres,lex)	
gheen	geen	pron(indef)	
spot	spot	n(sing)	
dit	dit	pron(dem)	
van	van	adp()	
keytiuen	katijf	n(plu)

hets	het+zijn	pron(pers,3,sing)+v(fin,pres,aux_cop)	
daer	daar	pronadv(rel)	
ic	ik	pron(pers,1,sing)	
mi	ik	pron(refl,1,sing)	
omme	om	pronadv(rel)	
liet	laten	v(fin,past,aux_cop)	
ontliuen	ontlijven	v(infin)

eer	eer	conj(subord)	
icker	ik+daar	pron(pers,1,sing)+pronadv(dem)	
sciede	scheiden	v(fin,past,lex)	
van	van	pronadv(prep)

nu	nu	adv(dem)	
hort	horen	v(imp)	
die	die	pron(rel)	
leeren	leren	v(infin)	
can	kunnen	v(fin,pres,aux_cop)

iacop	jacob	n(prop)	
wi	wij	pron(pers,1,plu)	
hebben	hebben	v(fin,pres,aux_cop)	
onderlinghe	onderling	adv(gener)

ghehandelt	handelen	v(participle,past)	
messelike	misselijk	adj()	
dinghen	ding	n(plu)

nu	nu	adv(dem)	
antwort	antwoorden	v(imp)	
mi	ik	pron(pers,1,sing)	
vp+een	opeen	adv(gener)

leert	leren	v(imp)	
mi	ik	pron(pers,1,sing)	
eer	eer	conj(subord)	
ic	ik	pron(pers,1,sing)	
hu	gij	pron(pers,2,plu)	
ontspringhe	ontspringen	v(fin,pres,lex)

hoe	hoe	adv(inter)	
ic	ik	pron(pers,1,sing)	
mijn	mijn	pron(poss)	
herte	hart	n(sing)	
daer+toe	daartoe	pronadv(dem)	
dwinghe	dwingen	v(fin,past,lex)

te	te	adp()	
kenne	kennen	v(infin)	
hem	hij	pron(pers,3,sing)	
dien	die	pron(rel)	
wi	wij	pron(pers,1,plu)	
vleen	vlee‘n	v(fin,pres,lex)

ic	ik	pron(pers,1,sing)	
lese	lezen	v(fin,pres,lex)	
somwile	somwijlen	adv(gener)	
ende	en	conj(coord)	
in	ik+ne	pron(pers,1,sing)+adv(neg)	
singhe	zingen	v(fin,pres,lex)

gode	god	n(prop)	
te	te	adp()	
kenne	kennen	v(infin)	
bi	bij	adp()	
sinen	zijn	pron(poss)	
dinghe	ding	n(plu)

es	zijn	v(fin,pres,aux_cop)	
leuen	leven	n(sing)	
sonder	zonder	adp()	
ween	ween	n(sing)

dits	dit+zijn	pron(dem)+v(fin,pres,aux_cop)	
claer	klaar	adj()	
waer	waar	adj()	
ende	en	conj(coord)	
ghehinghe	geheng	adj()

subtijl	subtiel	adv(gener)	
ware	zijn	v(fin,past,aux_cop)	
therte	dat+hart	art(def)+n(sing)	
diet	die+het	pron(rel)+pron(pers,3,sing)	
bevinghe	bevingen	v(fin,past,lex)

want	want	conj(subord)	
hogher	hoog	adj()	
dinc	ding	n(sing)	
en	ne	adv(neg)	
es	zijn	v(fin,pres,aux_cop)	
gheen	geen	pron(indef)

nu	nu	adv(dem)	
antwort	antwoorden	v(imp)	
onder	onder	adp()	
ons	wij	pron(pers,1,plu)	
tween	twee	num(card)

martijn	martijn	n(prop)	
du	du	pron(pers,2,sing)	
vraghes	vragen	v(fin,pres,lex)	
wel	wel	adv(gener)	
hoghe	hoog	adv(gener)

al	al	conj(subord)	
vloghic	vliegen+ik	v(fin,pres,lex)+pron(pers,1,sing)	
bouen	boven	adp()	
der	de	art(def)	
inghele	engel	n(plu)	
vloghe	vleug	n(sing)

bouen	boven	adp()	
cherubin	cherubijn	n(prop)	
ende	en	conj(coord)	
cheraf	serafijn	n(prop)

so	zo	adv(resum)	
weetic	weten+ik	v(fin,pres,lex)+pron(pers,1,sing)	
wel	wel	adv(gener)	
dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
en	ne	adv(neg)	
moghe	mogen	v(fin,pres,aux_cop)

berechten	berechten	v(infin)	
dat	dat	pron(dem)	
te	te	adp()	
vullen	volle	n(sing)	
doghe	deugen	v(fin,pres,lex)

met	met	adp()	
worden	woord	n(plu)	
hier+af	hier+af	adv(dem)

alle	al	pron(indef)	
sinne	zin	n(plu)	
sijn	zijn	v(fin,pres,aux_cop)	
te	te	adp()	
droghe	droog	adj()

alle	al	pron(indef)	
creaturen	creatuur	n(plu)	
hoemen	hoe+men	adv(inter)+pron(indef)	
poghe	pogen	v(fin,pres,lex)

ne	ne	adv(neg)	
doghen	deugen	v(fin,pres,lex)	
niet	niet	adv(neg)	
een	een	art(indef)	
caf	kaf	n(sing)

dat	dat+het	conj(subord)+pron(pers,3,sing)	
hare	zij	pron(pers,3,sing)	
eenich	enig	pron(indef)	
te	te	adp()	
vullen	volle	n(sing)	
toghe	togen	v(fin,pres,lex)

maer	maar	conj(coord)	
verscaerp	verscherpen	v(imp)	
dijns	dijn	pron(poss)	
sinnes	zin	n(sing)	
oghe	oog	n(sing)

hore	horen	v(imp)	
wat	wat	pron(inter)	
scrifture	schriftuur	n(sing)	
mi	ik	pron(pers,1,sing)	
gaf	geven	v(fin,past,lex)

hout	houden+het	v(imp)+pron(pers,3,sing)	
in	in	adp()	
diere	dijn	pron(poss)	
herten	hart	n(sing)	
graf	graf	n(sing)

moyses	mozes	n(prop)	
spreect	spreken	v(fin,pres,lex)	
in	in	adp()	
sinen	zijn	pron(poss)	
boeken	boek	n(plu)

beesten	beest	n(plu)	
die	die	pron(rel)	
den	de	art(def)	
berch	berg	n(sing)	
besoeken	bezoeken	v(infin)

moeten	moeten	v(fin,pres,aux_cop)	
sijn	zijn	v(infin)	
ghesteent	stenen	v(participle,past)

beeste	beest	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
die	de	art(def)	
mensche	mens	n(sing)	
die	die	pron(rel)	
wille+roeken	willen+roeken	v(fin,past,aux_cop)+v(infin)

te	te	adp()	
nauwe	nauw	adv(gener)	
omme	om	adp()	
die	de	art(def)	
godheit	godheid	n(sing)	
loeken	loeken	v(infin)

hets	het+zijn	pron(pers,3,sing)+v(fin,pres,aux_cop)	
recht	recht	adj()	
dat	dat	conj(subord)	
hijt	hij+het	pron(pers,3,sing)+pron(pers,3,sing)	
beweent	bewenen	v(fin,pres,lex)

du	du	pron(pers,2,sing)	
soucs	zoeken	v(fin,pres,lex)	
mi	ik	pron(pers,1,sing)	
in	in	adp()	
allen	al	pron(indef)	
hoeken	hoek	n(plu)

met	met	adp()	
rimen	rijm	n(plu)	
sonder	zonder	adp()	
valsch	vals	n(sing)	
van	van	adp()	
doeken	doek	n(prop)

es	zijn	v(fin,pres,aux_cop)	
dit	dit	pron(dem)	
goed	goed	adj()	
ic	ik	pron(pers,1,sing)	
wane	wanen	v(fin,pres,lex)	
neent	neen+het	adv(neg)+pron(pers,3,sing)

du	du	pron(pers,2,sing)	
telles	tellen	v(fin,pres,lex)	
mi	ik	pron(pers,1,sing)	
metten	met+de	adp()+art(def)	
wisen	wijs	adj()	
cloeken	kloek	adj()

waert	zijn+het	v(fin,past,aux_cop)+pron(pers,3,sing)	
goet	goed	adj()	
ic	ik	pron(pers,1,sing)	
souder	zullen+er	v(fin,past,aux_cop)+pronadv(dem)	
hu	gij	pron(pers,2,plu)	
omme	om	pronadv(prep)	
vloeken	vloeken	v(infin)

ic	ik	pron(pers,1,sing)	
wane	wanen	v(fin,pres,lex)	
dine	dijn	pron(poss)	
herte	hart	n(sing)	
meent	menen	v(fin,pres,lex)

dattu	dat+du	conj(subord)+pron(pers,2,sing)	
mi	ik	pron(pers,1,sing)	
heues	hebben	v(fin,pres,aux_cop)	
verbeent	verbenen	v(participle,past)

iacop	jacob	n(prop)	
dune	du+ne	pron(pers,2,sing)+adv(neg)	
souds	zullen	v(fin,past,aux_cop)	
di	du	pron(refl,2,sing)	
niet	niet	adv(neg)	
vergramen	vergrammen	v(infin)

ic	ik	pron(pers,1,sing)	
wils	willen+dat	v(fin,pres,aux_cop)+pron(dem)	
mi	ik	pron(refl,1,sing)	
al	al	pron(indef)	
mijn	mijn	pron(poss)	
leuen	leven	n(sing)	
scamen	schamen	v(infin)

haddict	hebben+ik+het	v(fin,pres,aux_cop)+pron(pers,1,sing)+pron(pers,3,sing)	
oint	ooit	adv(indef)	
ghedocht	denken	v(participle,past)

oecs	ook	adv(gener)	
lijcs	lijden+ik+het	adj()	
metti	met+du	pron(pers,2,sing)+adp()	
te	te	adp()	
samen	samen	adv(gener)

dat	dat	conj(subord)	
die	de	art(def)	
hoecheit	hoogheid	n(sing)	
der	de	art(def)	
hogre	hoog	adj()	
namen	naam	n(sing)

te	te	adv(gener)	
verre	ver	adv(gener)	
niet	niet	adv(neg)	
en	ne	adv(neg)	
doech	deugen	v(fin,pres,aux_cop)	
ghesocht	zoeken	v(participle,past)

al	al	conj(subord)	
waert	zijn+het	v(fin,past,lex)+pron(pers,3,sing)	
dat	dat	conj(subord)	
alle	al	pron(indef)	
dingle	de+engel	art(def)+n(plu)	
quamen	komen	v(fin,past,lex)

sine	zij+ne	pron(pers,3,plu)+adv(neg)	
connen	kunnen	v(fin,pres,aux_cop)	
die	de	art(def)	
godheit	godheid	n(sing)	
ghehamen	gehamen	v(infin)

dits	dit+zijn	pron(dem)+v(fin,pres,aux_cop)	
al	al	adv(gener)	
af+ghenocht	afknopen	v(participle,past)

leere	leer	v(imp)	
minen	mijn	pron(poss)	
crancken	krank	adj()	
sin	zin	n(sing)	
minen	mijn	pron(poss)	
lamen	lam	adj()

ghewont	wonden	v(participle,past)	
metter	met+de	adp()+art(def)	
sonden	zonde	n(plu)	
bramen	braam	n(plu)

van	van	adp()	
dattu	dat+du	pron(rel)+pron(pers,2,sing)	
vermocht	vermogen	v(fin,pres,lex)

so	zo	adv(resum)	
es	zijn	v(fin,pres,aux_cop)	
mijn	mijn	pron(poss)	
wille	wil	n(sing)	
vulbrocht	volbrengen	v(participle,past)

martijn	martijn	n(prop)	
merc	merken	v(imp)	
in	in	adp()	
dinen	dijn	pron(poss)	
zinne	zin	n(sing)

god	god	n(prop)	
es	zijn	v(fin,pres,aux_cop)	
een	een	art(indef)	
wesen	wezen	n(sing)	
vor	voor	adp()	
alle	al	pron(indef)	
beghinne	begin	n(sing)

tedelste	dat+edel	art(def)+adj()	
bouen	boven	adp()	
al	al	pron(indef)

sijn	zijn	pron(poss)	
wesen	wezen	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
als	als	conj(comp)	
ict	ik+het	pron(pers,1,sing)+pron(pers,3,sing)	
kinne	kennen	v(fin,pres,lex)

dupperste	de+opper	art(def)+adj()	
godheit	godheid	n(sing)	
dupperste	de+opper	art(def)+adj()	
minne	min	n(sing)

dat	dat	pron(dem)	
es	zijn	v(fin,pres,lex)	
of	of	conj(coord)	
wesen	wezen	v(infin)	
sal	zullen	v(fin,pres,aux_cop)

sine	zijn	pron(poss)	
ghewerken	gewerk	n(plu)	
daer	daar	pronadv(rel)	
men	men+hij	pron(indef)+pron(pers,3,sing)	
kent	kennen	v(fin,pres,lex)	
jnne	in	pronadv(prep)

sijn	zijn	v(fin,pres,aux_cop)	
si	zij	pron(pers,3,plu)	
so	zo	adv(dem)	
groot	groot	adj()	
dat	dat	conj(subord)	
